word,green_color_num,yellow_color_num,good_word_prob
clary,1219,2031,0.8597402597402597
quale,1100,1991,0.8597402597402597
colas,788,2500,0.8597402597402597
serra,982,2492,0.8593073593073594
rases,844,2619,0.8593073593073594
ebons,549,2609,0.8593073593073594
roams,797,2534,0.8593073593073594
laree,1295,2319,0.8593073593073594
arses,841,2622,0.8593073593073594
clade,1197,2225,0.8593073593073594
tehrs,585,2967,0.8593073593073594
moras,748,2583,0.8593073593073594
saser,1279,2184,0.8593073593073594
rasse,1084,2379,0.8593073593073594
unset,771,2572,0.8593073593073594
sears,1099,2364,0.8593073593073594
raser,1020,2454,0.8593073593073594
pance,1155,2145,0.8593073593073594
erase,1240,2346,0.8593073593073594
leear,879,2735,0.8593073593073594
suent,1162,2181,0.8593073593073594
rares,927,2547,0.8593073593073594
decal,725,2697,0.8593073593073594
pecan,730,2570,0.8593073593073594
seare,1486,2100,0.8593073593073594
ramin,759,2476,0.8593073593073594
dames,830,2416,0.8593073593073594
oleum,542,2584,0.8593073593073594
saree,1573,2013,0.8593073593073594
mased,927,2319,0.8593073593073594
bones,944,2214,0.8593073593073594
meynt,812,2172,0.8593073593073594
areal,901,2610,0.8593073593073594
areas,782,2701,0.8593073593073594
rears,840,2634,0.8593073593073594
minar,819,2416,0.8593073593073594
meads,760,2486,0.8593073593073594
boars,946,2353,0.8593073593073594
inarm,620,2615,0.8593073593073594
leare,1208,2406,0.8593073593073594
easer,986,2600,0.8593073593073594
laced,883,2539,0.8593073593073594
tunes,825,2518,0.8593073593073594
boras,814,2485,0.8593073593073594
suety,1231,1980,0.8588744588744589
meous,709,2389,0.8588744588744589
snail,1072,2291,0.8588744588744589
dotal,819,2444,0.8588744588744589
sited,1113,2242,0.8588744588744589
faros,770,2469,0.8588744588744589
quair,885,1989,0.8588744588744589
padre,1093,2419,0.8588744588744589
comes,893,2195,0.8588744588744589
siroc,892,2326,0.8588744588744589
urari,768,2137,0.8588744588744589
prest,1009,2511,0.8588744588744589
cabre,1131,2378,0.8588744588744589
relet,1030,2345,0.8588744588744589
huias,718,2285,0.8588744588744589
stied,1144,2211,0.8588744588744589
caber,1088,2421,0.8588744588744589
mouse,1146,1952,0.8588744588744589
creds,747,2576,0.8588744588744589
rival,673,2509,0.8588744588744589
glent,927,2287,0.8588744588744589
dites,777,2578,0.8588744588744589
coirs,930,2288,0.8588744588744589
drape,1158,2354,0.8588744588744589
acerb,518,2991,0.8588744588744589
raped,903,2609,0.8588744588744589
poney,1240,1796,0.8588744588744589
cavie,1132,2069,0.8588744588744589
anils,691,2672,0.8588744588744589
above,867,2181,0.8588744588744589
peony,1171,1865,0.8588744588744589
afros,479,2760,0.8588744588744589
moues,906,2192,0.8588744588744589
crios,899,2319,0.8588744588744589
deist,1042,2313,0.8588744588744589
pared,1044,2468,0.8588744588744589
edits,534,2821,0.8588744588744589
diets,665,2690,0.8588744588744589
strep,979,2541,0.8588744588744589
viral,724,2458,0.8588744588744589
nails,805,2558,0.8588744588744589
perst,969,2551,0.8588744588744589
igapo,460,2410,0.8588744588744589
slain,1160,2203,0.8588744588744589
perts,721,2799,0.8588744588744589
aecia,658,2464,0.8588744588744589
tides,779,2576,0.8588744588744589
sofar,1044,2195,0.8588744588744589
brace,1320,2189,0.8588744588744589
traik,994,2265,0.8584415584415584
foyer,974,2211,0.8584415584415584
troak,934,2352,0.8584415584415584
unary,941,2222,0.8584415584415584
tarok,861,2425,0.8584415584415584
viler,886,2443,0.8584415584415584
korat,878,2408,0.8584415584415584
rivel,829,2500,0.8584415584415584
wanle,1108,2239,0.8584415584415584
kayle,938,2286,0.8584415584415584
yarer,1003,2270,0.8584415584415584
blart,1083,2239,0.8584415584415584
aioli,757,2138,0.8584415584415584
livre,910,2419,0.8584415584415584
krait,1005,2254,0.8584415584415584
liver,867,2462,0.8584415584415584
leaky,1054,2170,0.8584415584415584
ervil,701,2628,0.8584415584415584
orgue,880,2438,0.858008658008658
coast,1209,2102,0.858008658008658
gelts,644,2639,0.858008658008658
diary,1133,2042,0.858008658008658
rivas,554,2600,0.858008658008658
bayle,1091,2197,0.858008658008658
rogue,958,2360,0.858008658008658
ascot,597,2714,0.858008658008658
coats,961,2350,0.858008658008658
gaper,1006,2435,0.858008658008658
pager,1042,2399,0.858008658008658
demoi,556,2485,0.858008658008658
dairy,1195,1980,0.858008658008658
erugo,638,2680,0.858008658008658
belay,1052,2236,0.858008658008658
shura,887,2306,0.858008658008658
parge,1107,2334,0.858008658008658
grape,1162,2279,0.858008658008658
rouge,1050,2268,0.858008658008658
ploat,999,2239,0.858008658008658
legit,806,2506,0.858008658008658
cunei,849,2301,0.858008658008658
alods,688,2524,0.858008658008658
ruled,839,2522,0.858008658008658
greys,598,2624,0.858008658008658
vairs,799,2355,0.858008658008658
yaird,844,2331,0.858008658008658
costa,761,2550,0.858008658008658
loads,779,2433,0.858008658008658
gyres,654,2568,0.858008658008658
atocs,646,2665,0.858008658008658
surah,1012,2181,0.858008658008658
tacos,677,2634,0.858008658008658
odals,566,2646,0.858008658008658
lured,871,2490,0.858008658008658
gilet,999,2313,0.858008658008658
adoze,846,2193,0.858008658008658
octas,390,2921,0.858008658008658
fakie,1032,1983,0.8575757575757575
lobar,797,2530,0.8575757575757575
dance,1125,2200,0.8575757575757575
mulie,985,2114,0.8575757575757575
segno,913,2278,0.8575757575757575
farce,1175,2274,0.8575757575757575
times,765,2518,0.8575757575757575
acned,753,2572,0.8575757575757575
extra,410,3092,0.8575757575757575
fones,906,2192,0.8575757575757575
trawl,903,2346,0.8575757575757575
arcus,581,2681,0.8575757575757575
metis,653,2630,0.8575757575757575
smite,1232,2051,0.8575757575757575
waney,1205,1913,0.8575757575757575
scaur,1006,2256,0.8575757575757575
labor,791,2536,0.8575757575757575
retax,628,2874,0.8575757575757575
ileum,535,2564,0.8575757575757575
facer,1025,2424,0.8575757575757575
taxer,995,2507,0.8575757575757575
boral,933,2394,0.8575757575757575
items,392,2891,0.8575757575757575
trons,877,2465,0.8575757575757575
mites,773,2510,0.8575757575757575
snort,1098,2244,0.8575757575757575
emits,552,2731,0.8575757575757575
bolar,939,2388,0.8575757575757575
ronts,699,2643,0.8575757575757575
decan,700,2625,0.8575757575757575
stime,1199,2084,0.8575757575757575
koura,678,2396,0.8575757575757575
caned,1075,2250,0.8575757575757575
yules,657,2531,0.8571428571428571
toned,1002,2311,0.8571428571428571
birls,735,2275,0.8571428571428571
gleis,686,2575,0.8571428571428571
comet,1110,2029,0.8571428571428571
noted,864,2449,0.8571428571428571
droil,934,2236,0.8571428571428571
daurs,766,2420,0.8571428571428571
ayont,840,2372,0.8571428571428571
rudas,564,2622,0.8571428571428571
duars,789,2397,0.8571428571428571
duras,657,2529,0.8571428571428571
laity,1161,2121,0.8571428571428571
atony,1006,2206,0.8571428571428571
comte,1102,2037,0.8571428571428571
krone,1135,2178,0.8571428571428571
grens,777,2577,0.8571428571428571
abrin,607,2596,0.8567099567099568
quena,630,2364,0.8567099567099568
volte,998,2190,0.8567099567099568
amido,571,2323,0.8567099567099568
volet,1006,2182,0.8567099567099568
based,993,2221,0.8567099567099568
place,1221,2176,0.8567099567099568
eater,1017,2620,0.8567099567099568
tetra,714,2812,0.8567099567099568
rangi,634,2602,0.8567099567099568
agrin,602,2634,0.8567099567099568
datos,694,2541,0.8567099567099568
bairn,1023,2180,0.8567099567099568
beads,826,2388,0.8567099567099568
reate,1217,2420,0.8567099567099568
quean,677,2317,0.8567099567099568
doats,874,2361,0.8567099567099568
grain,977,2259,0.8567099567099568
terra,766,2759,0.8567099567099568
reata,857,2677,0.8567099567099568
rater,1051,2474,0.8567099567099568
treat,1008,2518,0.8567099567099568
toads,841,2394,0.8567099567099568
arret,1141,2384,0.8567099567099568
caple,1144,2253,0.8567099567099568
arett,977,2549,0.8567099567099568
mobie,1024,1913,0.8567099567099568
arete,1147,2490,0.8567099567099568
sabed,1161,2053,0.8567099567099568
tarre,1189,2336,0.8567099567099568
biome,1108,1829,0.8567099567099568
brain,1035,2168,0.8567099567099568
garni,775,2461,0.8567099567099568
tater,1094,2432,0.8567099567099568
ybore,838,2407,0.8567099567099568
dolce,1076,2112,0.8562770562770563
piety,1023,2106,0.8562770562770563
belah,825,2424,0.8562770562770563
mages,832,2343,0.8562770562770563
egmas,342,2833,0.8562770562770563
uredo,604,2785,0.8562770562770563
games,834,2341,0.8562770562770563
shine,1380,1862,0.8562770562770563
soken,1105,1989,0.8562770562770563
coled,1026,2162,0.8562770562770563
hable,1014,2235,0.8562770562770563
snoek,1126,1968,0.8562770562770563
snoke,1173,1921,0.8562770562770563
savey,1400,1742,0.8562770562770563
kenos,566,2528,0.8562770562770563
dural,776,2438,0.8562770562770563
clame,1196,2154,0.8558441558441559
boart,1163,2187,0.8558441558441559
raven,907,2586,0.8558441558441559
vesta,567,2827,0.8558441558441559
huers,617,2723,0.8558441558441559
vales,813,2558,0.8558441558441559
bepat,886,2354,0.8558441558441559
levas,575,2796,0.8558441558441559
pages,866,2356,0.8558441558441559
erhus,466,2874,0.8558441558441559
gapes,830,2392,0.8558441558441559
valse,1053,2318,0.8558441558441559
beath,998,2274,0.8558441558441559
peags,801,2421,0.8558441558441559
laves,794,2577,0.8558441558441559
okapi,419,2354,0.8558441558441559
tabor,853,2497,0.8558441558441559
shake,1294,1863,0.8558441558441559
toils,893,2356,0.8558441558441559
avels,530,2841,0.8558441558441559
abort,802,2548,0.8558441558441559
daube,1027,2026,0.8558441558441559
bathe,1039,2233,0.8558441558441559
selva,826,2545,0.8558441558441559
hakes,739,2418,0.8558441558441559
biles,840,2388,0.8558441558441559
veals,789,2582,0.8558441558441559
macle,1052,2298,0.8558441558441559
camel,1036,2314,0.8558441558441559
token,889,2256,0.8558441558441559
usher,588,2752,0.8558441558441559
salve,1249,2122,0.8558441558441559
stave,1217,2177,0.8558441558441559
norma,611,2651,0.8554112554112554
fetor,831,2606,0.8554112554112554
dreys,594,2699,0.8554112554112554
dyers,496,2797,0.8554112554112554
echos,289,2878,0.8554112554112554
halos,653,2566,0.8554112554112554
snirt,1121,2194,0.8554112554112554
maron,836,2426,0.8554112554112554
relie,1040,2313,0.8554112554112554
oches,444,2723,0.8554112554112554
beryl,735,2482,0.8554112554112554
chose,1179,1988,0.8554112554112554
iller,876,2376,0.8554112554112554
trins,900,2415,0.8554112554112554
foley,1209,1785,0.8554112554112554
limey,1031,2028,0.8554112554112554
foyle,1029,1965,0.8554112554112554
treyf,622,2558,0.8554112554112554
rille,1004,2248,0.8554112554112554
ofter,690,2747,0.8554112554112554
shoal,1069,2150,0.8554112554112554
forte,1141,2296,0.8554112554112554
shola,977,2242,0.8554112554112554
bated,1024,2241,0.8554112554112554
roman,739,2523,0.8554112554112554
yerds,515,2778,0.8554112554112554
solah,1056,2163,0.8554112554112554
manor,892,2370,0.8554112554112554
vanes,838,2436,0.854978354978355
sower,1201,2172,0.854978354978355
rifte,895,2515,0.854978354978355
serow,918,2455,0.854978354978355
resow,576,2797,0.854978354978355
buteo,845,2272,0.854978354978355
weros,654,2719,0.854978354978355
freit,990,2420,0.854978354978355
stend,919,2338,0.854978354978355
dents,665,2592,0.854978354978355
mines,799,2364,0.854978354978355
naves,744,2530,0.854978354978355
avens,550,2724,0.854978354978355
swore,1225,2148,0.854978354978355
miens,703,2460,0.854978354978355
lyric,461,2528,0.854978354978355
lover,946,2410,0.854978354978355
tends,632,2625,0.854978354978355
refit,783,2627,0.854978354978355
kelty,877,2108,0.854978354978355
holed,897,2222,0.854978354978355
milor,764,2334,0.854978354978355
treif,777,2633,0.854978354978355
leafy,1034,2194,0.854978354978355
dhole,1083,2036,0.854978354978355
meins,832,2331,0.854978354978355
owres,602,2771,0.854978354978355
worse,1119,2254,0.854978354978355
holme,952,2095,0.8545454545454545
mohel,869,2178,0.8545454545454545
nitro,557,2814,0.8545454545454545
intro,440,2931,0.8545454545454545
whare,1106,2261,0.8545454545454545
whear,777,2590,0.8545454545454545
audit,811,2236,0.8545454545454545
deity,1122,2032,0.8545454545454545
zlote,1009,2066,0.8545454545454545
diner,979,2475,0.8545454545454545
clues,917,2301,0.8545454545454545
blite,1202,2077,0.8545454545454545
ferns,757,2504,0.8545454545454545
borne,1221,2156,0.8545454545454545
cripe,1204,2123,0.8545454545454545
boner,1120,2257,0.8545454545454545
luces,682,2536,0.8545454545454545
price,1247,2080,0.8545454545454545
write,1178,2219,0.8541125541125542
knarl,719,2419,0.8541125541125542
spiel,1165,2142,0.8541125541125542
gamer,1010,2384,0.8541125541125542
pirls,703,2386,0.8541125541125542
speil,916,2391,0.8541125541125542
piles,808,2499,0.8541125541125542
treks,684,2693,0.8541125541125542
twire,1032,2365,0.8541125541125542
twier,989,2408,0.8541125541125542
regma,545,2849,0.8541125541125542
lazes,756,2502,0.8541125541125542
spile,1277,2030,0.8541125541125542
jasey,1086,1935,0.8541125541125542
lipes,699,2608,0.8541125541125542
yowes,666,2287,0.8541125541125542
zante,1007,2205,0.8541125541125542
zeals,749,2509,0.8541125541125542
slipe,1304,2003,0.8541125541125542
hyens,486,2526,0.8541125541125542
plies,961,2346,0.8541125541125542
marge,1073,2321,0.8541125541125542
biner,1041,2309,0.8541125541125542
grame,1180,2214,0.8541125541125542
hawse,993,2155,0.8541125541125542
crime,1222,2058,0.8541125541125542
brine,1311,2039,0.8541125541125542
doseh,926,2165,0.8536796536796537
luted,819,2374,0.8536796536796537
shoed,1188,1903,0.8536796536796537
brans,965,2209,0.8536796536796537
laxes,757,2503,0.8536796536796537
strag,808,2519,0.8536796536796537
barns,858,2316,0.8536796536796537
syrah,849,2304,0.8536796536796537
rangs,659,2548,0.8536796536796537
curat,961,2352,0.8536796536796537
cakey,1196,1829,0.8536796536796537
hosed,865,2226,0.8536796536796537
axels,529,2731,0.8536796536796537
axles,620,2640,0.8536796536796537
gnars,695,2512,0.8536796536796537
cards,770,2406,0.8536796536796537
bouse,1212,1854,0.8536796536796537
grans,907,2300,0.8536796536796537
longe,1003,2216,0.8532467532467533
centu,717,2455,0.8532467532467533
tajes,810,2463,0.8532467532467533
coper,1065,2289,0.8532467532467533
curls,744,2256,0.8532467532467533
brent,1052,2320,0.8532467532467533
voice,1162,1805,0.8532467532467533
limen,797,2394,0.8532467532467533
clept,878,2280,0.8532467532467533
jeats,744,2529,0.8532467532467533
servo,872,2456,0.8528138528138528
roves,789,2539,0.8528138528138528
dices,722,2411,0.8528138528138528
turme,988,2324,0.8528138528138528
whale,1118,2058,0.8528138528138528
spelt,1018,2311,0.8528138528138528
fades,868,2286,0.8528138528138528
safed,1130,2024,0.8528138528138528
radge,984,2482,0.8528138528138528
wheal,720,2456,0.8528138528138528
fated,986,2219,0.8528138528138528
curli,719,2310,0.8528138528138528
slept,1045,2284,0.8528138528138528
muter,933,2379,0.8528138528138528
freon,841,2476,0.8528138528138528
twyer,752,2415,0.8528138528138528
envoi,351,2718,0.8528138528138528
grade,1181,2285,0.8528138528138528
ragde,969,2497,0.8528138528138528
overs,419,2909,0.8528138528138528
cedis,708,2425,0.8528138528138528
raged,913,2553,0.8528138528138528
celom,725,2391,0.8528138528138528
defat,792,2413,0.8528138528138528
verso,676,2652,0.8528138528138528
zetas,553,2728,0.8528138528138528
pelts,670,2659,0.8528138528138528
cides,828,2305,0.8528138528138528
ovine,927,2142,0.8528138528138528
farls,800,2411,0.8523809523809524
pryse,1031,2237,0.8523809523809524
preys,624,2644,0.8523809523809524
loath,951,2319,0.8523809523809524
meint,1049,2165,0.8523809523809524
grant,1124,2134,0.8523809523809524
izars,529,2512,0.8523809523809524
lotah,777,2493,0.8523809523809524
crake,1250,2195,0.8523809523809524
pyres,680,2588,0.8523809523809524
senza,826,2335,0.8523809523809524
vires,761,2540,0.8523809523809524
jeans,786,2367,0.8523809523809524
kaneh,916,2172,0.8523809523809524
hoard,924,2239,0.8523809523809524
altho,537,2733,0.8523809523809524
zaris,664,2377,0.8523809523809524
sizer,1107,2081,0.8523809523809524
siver,1145,2156,0.8523809523809524
creak,917,2528,0.8523809523809524
spyre,1028,2240,0.8523809523809524
rizas,516,2525,0.8523809523809524
rives,710,2591,0.8523809523809524
janes,815,2338,0.8523809523809524
laari,859,2244,0.8523809523809524
acker,722,2723,0.8523809523809524
nazes,706,2455,0.8523809523809524
viers,607,2694,0.8523809523809524
sizar,951,2090,0.8523809523809524
extol,484,2593,0.8523809523809524
rhime,1007,2204,0.8523809523809524
aulic,626,2474,0.8523809523809524
crept,945,2404,0.8523809523809524
noble,958,2228,0.8519480519480519
eaten,935,2414,0.8519480519480519
grues,901,2361,0.8519480519480519
belon,788,2398,0.8519480519480519
paned,1018,2206,0.8519480519480519
iftar,527,2736,0.8519480519480519
aloud,783,2268,0.8519480519480519
ovels,431,2706,0.8519480519480519
inker,663,2623,0.8519480519480519
surge,1212,2050,0.8519480519480519
antae,923,2323,0.8519480519480519
afrit,722,2541,0.8519480519480519
loves,770,2367,0.8519480519480519
naped,834,2390,0.8519480519480519
enate,1029,2320,0.8519480519480519
frets,755,2626,0.8519480519480519
cider,1004,2348,0.8519480519480519
surly,1239,1731,0.8519480519480519
voles,789,2348,0.8519480519480519
essay,694,2349,0.8519480519480519
reink,908,2378,0.8519480519480519
eyass,608,2435,0.8519480519480519
solve,1225,1912,0.8519480519480519
riced,799,2553,0.8519480519480519
frati,860,2403,0.8519480519480519
decoy,904,2055,0.8519480519480519
anent,839,2361,0.8519480519480519
guise,1160,1912,0.8519480519480519
terfs,624,2757,0.8519480519480519
drice,1217,2135,0.8519480519480519
dicer,898,2454,0.8519480519480519
cozie,1070,1784,0.8519480519480519
coyed,943,2016,0.8519480519480519
urges,721,2541,0.8519480519480519
doula,781,2270,0.8519480519480519
thein,758,2535,0.8519480519480519
thine,1164,2129,0.8519480519480519
cried,1167,2185,0.8519480519480519
slove,1276,1861,0.8519480519480519
slorm,1000,2069,0.8519480519480519
towse,1049,2156,0.8519480519480519
noyed,782,2279,0.8515151515151516
texas,600,2683,0.8515151515151516
anear,778,2636,0.8515151515151516
taxes,819,2464,0.8515151515151516
enows,463,2622,0.8515151515151516
begat,896,2298,0.8515151515151516
madre,1059,2406,0.8515151515151516
caird,1036,2169,0.8515151515151516
harim,736,2328,0.8515151515151516
ihram,545,2519,0.8515151515151516
bento,749,2460,0.8515151515151516
acrid,619,2586,0.8515151515151516
rudes,720,2613,0.8515151515151516
arena,829,2585,0.8515151515151516
cardi,745,2460,0.8515151515151516
beton,787,2422,0.8515151515151516
fuero,705,2520,0.8515151515151516
fouer,1110,2115,0.8515151515151516
ranee,1288,2229,0.8515151515151516
sured,1149,2184,0.8515151515151516
daric,767,2438,0.8515151515151516
sowne,1276,1809,0.8515151515151516
derma,646,2819,0.8515151515151516
dream,759,2706,0.8515151515151516
narre,1077,2328,0.8515151515151516
felon,750,2376,0.8515151515151516
mercs,697,2554,0.8515151515151516
grice,1221,2060,0.8515151515151516
styed,907,2218,0.8515151515151516
doyen,868,2193,0.8515151515151516
armed,904,2561,0.8515151515151516
arene,1189,2328,0.8515151515151516
reran,802,2603,0.8515151515151516
dures,813,2520,0.8515151515151516
owsen,613,2472,0.8515151515151516
crems,746,2505,0.8515151515151516
lotte,1041,2060,0.8515151515151516
druse,1137,2196,0.8515151515151516
salle,1366,1928,0.8510822510822511
pulao,658,2368,0.8510822510822511
ferly,1065,2092,0.8510822510822511
goner,1062,2348,0.8510822510822511
easle,1041,2354,0.8510822510822511
grone,1230,2180,0.8510822510822511
salse,1375,1897,0.8510822510822511
lease,1229,2166,0.8510822510822511
refly,898,2259,0.8510822510822511
wheat,818,2381,0.8510822510822511
hider,875,2408,0.8510822510822511
sales,1135,2137,0.8510822510822511
argon,736,2527,0.8510822510822511
easel,929,2466,0.8510822510822511
fouet,1151,1906,0.8510822510822511
slaes,1226,2046,0.8510822510822511
eales,842,2553,0.8510822510822511
lases,825,2447,0.8510822510822511
breys,656,2533,0.8510822510822511
brant,1182,2043,0.8510822510822511
flyer,894,2263,0.8510822510822511
organ,667,2596,0.8510822510822511
genro,701,2709,0.8510822510822511
uptie,786,2383,0.8510822510822511
gloat,973,2219,0.8510822510822511
sella,943,2351,0.8510822510822511
seals,1111,2161,0.8510822510822511
negro,553,2857,0.8510822510822511
groan,917,2346,0.8510822510822511
ochre,663,2723,0.8510822510822511
ergon,668,2742,0.8510822510822511
orang,838,2425,0.8510822510822511
byres,712,2477,0.8510822510822511
chore,1158,2228,0.8510822510822511
hired,869,2414,0.8510822510822511
ocher,620,2766,0.8510822510822511
nagor,752,2511,0.8510822510822511
tical,723,2589,0.8506493506493507
stain,1037,2349,0.8506493506493507
joles,766,2250,0.8506493506493507
hards,641,2466,0.8506493506493507
lorel,1003,2276,0.8506493506493507
onlay,766,2423,0.8506493506493507
archi,502,2710,0.8506493506493507
halon,747,2403,0.8506493506493507
karos,655,2580,0.8506493506493507
oller,883,2396,0.8506493506493507
tians,875,2511,0.8506493506493507
upter,735,2624,0.8506493506493507
letch,726,2464,0.8506493506493507
okras,412,2823,0.8506493506493507
baron,902,2328,0.8506493506493507
rigol,661,2438,0.8506493506493507
ictal,502,2810,0.8506493506493507
shard,1084,2023,0.8506493506493507
antis,532,2854,0.8506493506493507
chair,1019,2193,0.8506493506493507
venal,738,2564,0.8506493506493507
elvan,613,2689,0.8506493506493507
cital,827,2485,0.8506493506493507
tains,937,2449,0.8506493506493507
satin,1068,2318,0.8506493506493507
erupt,807,2552,0.8506493506493507
borna,861,2369,0.8506493506493507
koras,661,2574,0.8506493506493507
saint,1370,2016,0.8506493506493507
tinas,685,2701,0.8506493506493507
lohan,668,2482,0.8506493506493507
rello,679,2600,0.8506493506493507
remap,626,2814,0.8506493506493507
natis,646,2740,0.8506493506493507
navel,863,2439,0.8506493506493507
gular,786,2357,0.8502164502164502
tasse,1127,2168,0.8502164502164502
setae,1302,2116,0.8502164502164502
etats,632,2675,0.8502164502164502
rugal,675,2468,0.8502164502164502
kerns,642,2615,0.8502164502164502
nerks,532,2725,0.8502164502164502
ebony,877,2080,0.8502164502164502
nerdy,874,2350,0.8502164502164502
asset,807,2488,0.8502164502164502
avion,683,2239,0.8502164502164502
state,1312,1995,0.8502164502164502
trued,1017,2367,0.8502164502164502
sates,1134,2161,0.8502164502164502
sayon,960,2201,0.8502164502164502
teats,873,2434,0.8502164502164502
tases,887,2408,0.8502164502164502
tates,918,2389,0.8502164502164502
belts,702,2548,0.8502164502164502
derny,1061,2163,0.8502164502164502
tease,1291,2127,0.8502164502164502
foule,1165,1869,0.8502164502164502
azide,900,2112,0.8502164502164502
blets,726,2524,0.8502164502164502
seats,1089,2206,0.8502164502164502
blest,974,2276,0.8502164502164502
easts,632,2663,0.8502164502164502
boney,1272,1685,0.8502164502164502
taste,1096,2211,0.8502164502164502
glaur,916,2227,0.8502164502164502
testa,673,2634,0.8502164502164502
daiko,794,2004,0.8497835497835498
roshi,505,2644,0.8497835497835498
stove,1153,2007,0.8497835497835498
dines,803,2432,0.8497835497835498
brule,1190,2067,0.8497835497835498
sithe,1128,2234,0.8497835497835498
tuple,976,2192,0.8497835497835498
sowar,1045,2181,0.8497835497835498
meiny,1160,1802,0.8497835497835498
nides,667,2568,0.8497835497835498
maize,1120,1820,0.8497835497835498
guile,1151,1949,0.8497835497835498
shite,1338,2024,0.8497835497835498
niger,835,2548,0.8497835497835498
picra,611,2569,0.8497835497835498
sined,1139,2096,0.8497835497835498
letup,577,2591,0.8497835497835498
heist,1000,2362,0.8497835497835498
bluer,1068,2189,0.8497835497835498
ering,828,2555,0.8497835497835498
grein,847,2536,0.8497835497835498
hails,837,2355,0.8497835497835498
denis,683,2552,0.8497835497835498
sieth,1020,2342,0.8497835497835498
renig,683,2700,0.8497835497835498
sdein,850,2385,0.8497835497835498
horis,706,2443,0.8497835497835498
carpi,726,2454,0.8497835497835498
capri,720,2460,0.8497835497835498
reign,819,2564,0.8497835497835498
snide,1210,2025,0.8497835497835498
rubel,820,2437,0.8497835497835498
ruble,932,2325,0.8497835497835498
votes,788,2372,0.8497835497835498
foyne,1049,1848,0.8493506493506493
hoper,936,2349,0.8493506493506493
drake,1163,2206,0.8493506493506493
comer,1069,2238,0.8493506493506493
seans,1131,2044,0.8493506493506493
daker,957,2412,0.8493506493506493
saris,1026,2029,0.8493506493506493
senna,988,2161,0.8493506493506493
uncle,761,2388,0.8493506493506493
volar,809,2400,0.8493506493506493
crome,1199,2108,0.8493506493506493
canso,868,2323,0.8493506493506493
dalis,721,2464,0.8493506493506493
senas,941,2234,0.8493506493506493
mavie,1041,2012,0.8493506493506493
orval,674,2535,0.8493506493506493
sixer,1108,2082,0.8493506493506493
asked,604,2546,0.8493506493506493
tynde,800,2256,0.8493506493506493
tyned,744,2312,0.8493506493506493
ephor,486,2799,0.8493506493506493
raias,874,2201,0.8493506493506493
sirra,942,2124,0.8493506493506493
arsis,681,2374,0.8493506493506493
frape,1182,2166,0.8493506493506493
kades,753,2397,0.8493506493506493
ansae,892,2303,0.8493506493506493
valor,803,2406,0.8493506493506493
amigo,578,2245,0.8493506493506493
arias,871,2204,0.8493506493506493
lowne,998,2115,0.8493506493506493
ascon,474,2717,0.8493506493506493
raked,858,2511,0.8493506493506493
carny,1211,1942,0.8493506493506493
dials,817,2368,0.8493506493506493
laids,762,2423,0.8493506493506493
sairs,1121,1934,0.8493506493506493
slaid,1148,2037,0.8493506493506493
gryce,984,2067,0.8493506493506493
arked,855,2514,0.8493506493506493
quire,1047,1974,0.8493506493506493
sanes,1160,2015,0.8493506493506493
arris,764,2302,0.8493506493506493
pebas,636,2553,0.8493506493506493
sensa,977,2198,0.8493506493506493
imago,513,2310,0.8493506493506493
panto,780,2361,0.848917748917749
unces,530,2591,0.848917748917749
canto,837,2405,0.848917748917749
noyau,509,2491,0.848917748917749
cakes,868,2358,0.848917748917749
sires,1083,2119,0.848917748917749
siree,1470,1855,0.848917748917749
rumes,706,2555,0.848917748917749
edict,761,2423,0.848917748917749
shule,1259,1890,0.848917748917749
cotan,881,2361,0.848917748917749
tawed,915,2277,0.848917748917749
octan,484,2758,0.848917748917749
rises,741,2461,0.848917748917749
riser,917,2296,0.848917748917749
drays,724,2422,0.848917748917749
aided,852,2147,0.848917748917749
seirs,1058,2144,0.848917748917749
cited,946,2238,0.848917748917749
mures,809,2452,0.848917748917749
cohen,935,2163,0.848917748917749
muser,902,2359,0.848917748917749
hules,720,2429,0.848917748917749
yipes,618,2460,0.848917748917749
yards,578,2568,0.848917748917749
cluey,1245,1772,0.848917748917749
ticed,842,2342,0.848917748917749
dryas,605,2541,0.848917748917749
hutia,586,2468,0.848917748917749
coupe,1116,1858,0.848917748917749
serum,893,2368,0.848917748917749
wetly,960,2016,0.848917748917749
acton,553,2689,0.848917748917749
paled,993,2328,0.8484848484848485
owner,752,2552,0.8484848484848485
cable,1143,2175,0.8484848484848485
lengs,577,2586,0.8484848484848485
tiges,771,2513,0.8484848484848485
laics,843,2418,0.8484848484848485
dital,740,2496,0.8484848484848485
ayins,646,2488,0.8484848484848485
donas,726,2389,0.8484848484848485
pedal,774,2547,0.8484848484848485
tidal,742,2494,0.8484848484848485
geits,798,2486,0.8484848484848485
loxes,733,2293,0.8484848484848485
mesic,617,2444,0.8484848484848485
geist,1046,2238,0.8484848484848485
plead,798,2523,0.8484848484848485
rewon,635,2669,0.8484848484848485
wrote,1155,2269,0.8484848484848485
salic,970,2291,0.8484848484848485
padle,1105,2216,0.8484848484848485
hurls,615,2316,0.8484848484848485
twoer,966,2458,0.8484848484848485
glens,710,2453,0.8484848484848485
pilau,617,2382,0.8484848484848485
rowen,860,2444,0.8484848484848485
mamie,1053,1867,0.8484848484848485
zeros,575,2640,0.8484848484848485
emics,562,2499,0.8484848484848485
